티커,VS,GS,GS_Rank,VS_Rank,Rank,시가총액,cap_ratio,cum_cap,group
072130,0.6342586805343251,1.5844063974020701,20.0,150.0,0.13333333333333333,56938384010,3.390132529330545e-05,0.03477446449427085,growth
298050,-0.6598740875923467,1.2207168241877184,62.0,445.0,0.1393258426966292,2087655768000,0.0012429979972558307,0.03601746249152668,growth
009180,-0.024304184219824776,1.3661683216251874,38.0,272.0,0.13970588235294118,115954733500,6.903987895040442e-05,0.036086502370477086,growth
016710,-1.0725660361008222,1.1055429011556996,81.0,567.0,0.14285714285714285,987892782600,0.000588195031526524,0.03667469740200361,growth
008040,-0.9944077675576193,1.1128266355171845,79.0,552.0,0.1431159420289855,345804270000,0.00020589314658148877,0.0368805905485851,growth
092220,-0.9699472142458098,1.098375486399916,83.0,542.0,0.15313653136531366,465365273315,0.0002770802119724545,0.03715767076055755,growth
052690,-1.22935646618738,1.063642213130651,92.0,594.0,0.15488215488215487,2858856000000,0.0017021734794176158,0.03885984423997517,growth
000990,-0.7407312022988631,1.156858076344118,73.0,462.0,0.15800865800865802,3294375229600,0.001961483246122029,0.040821327486097195,growth
005420,-1.1326311033548104,1.05551160969927,94.0,578.0,0.16262975778546712,469443645450,0.00027950848988760404,0.0411008359759848,growth
033240,-0.8450085820417073,1.0915915106891678,85.0,510.0,0.16666666666666666,560273905800,0.00033358916421900354,0.041434425140203804,growth
006740,-1.0226405831620449,1.0220176472345217,96.0,561.0,0.1711229946524064,333000000000,0.00019826943667189466,0.0416326945768757,growth
117580,-0.8393786604922012,1.0691971280544375,90.0,507.0,0.17751479289940827,412500000000,0.00024560403191338303,0.04187829860878908,growth
130660,-1.1887918061480933,0.9630387037877434,104.0,582.0,0.17869415807560138,436840000000,0.00026009615830555695,0.04213839476709464,growth
055490,-0.9787996291751137,1.011768455400079,98.0,546.0,0.1794871794871795,376468470000,0.00022415072514003027,0.04236254549223467,growth
007340,-0.16889777288370547,1.2363730323967752,58.0,305.0,0.1901639344262295,748550974500,0.00044569003013307144,0.04280823552236774,growth
103590,-0.2924362558174782,1.2027332227858214,67.0,345.0,0.19420289855072465,229527614100,0.00013666159383859166,0.04294489711620633,growth
002140,-0.8955211776082179,0.9876846781659419,102.0,524.0,0.1946564885496183,158864137250,9.458829729706924e-05,0.0430394854135034,growth
090080,-1.217601684517348,0.7653632780415422,144.0,591.0,0.2436548223350254,95804441955,5.704232053178102e-05,0.04309652773403518,growth
047810,-1.2037874657246357,0.7098036442027751,155.0,586.0,0.2645051194539249,4610572561100,0.0027451520252978726,0.04584167975933306,growth
003780,-0.8797612890666637,0.7978352387077877,139.0,517.0,0.2688588007736944,106080000000,6.316042595241617e-05,0.04590484018528548,growth
014280,-0.3155808096579482,1.0120805165300368,97.0,358.0,0.2709497206703911,271883139390,0.00016188023089321776,0.046066720416178694,growth
145720,-0.7012564941440479,0.856492406098143,128.0,455.0,0.2813186813186813,784780047000,0.0004672609544445436,0.046533981370623236,growth
025860,-0.828374249021448,0.7727719951952192,143.0,501.0,0.28542914171656686,650792843300,0.0003874844757693442,0.04692146584639258,growth
017040,-0.8814233899383648,0.7535099672723182,148.0,518.0,0.2857142857142857,165549689300,9.856889981597054e-05,0.04702003474620855,growth
020150,-1.2102777574416566,0.6205191292364831,171.0,588.0,0.29081632653061223,4066975647000,0.0024214924038708837,0.049441527150079434,growth
194370,-0.15003205660105176,1.0742003742071888,89.0,302.0,0.2947019867549669,298717462400,0.0001778574864687864,0.04961938463654822,growth
004430,-0.28028809782051667,0.9253068731617706,110.0,340.0,0.3235294117647059,588000000000,0.00035009738367289506,0.04996948202022111,growth
092200,-0.44190482204465475,0.8653676655671761,126.0,385.0,0.32727272727272727,202998330180,0.00012086595967004166,0.050090347979891155,growth
010060,0.5102413766743406,1.2439784261819493,56.0,170.0,0.32941176470588235,2599581439000,0.0015478004429226525,0.05163814842281381,growth
037270,-0.9990267923830979,0.5574439177550967,183.0,553.0,0.3309222423146474,435760046700,0.00025945315010008263,0.05189760157291389,growth
010950,-0.575711574274871,0.7980458017454937,138.0,415.0,0.3325301204819277,12384107120000,0.00737354337047087,0.059271144943384764,growth
035150,-0.7984617358685331,0.6581088726007135,165.0,489.0,0.3374233128834356,286799000000,0.00017076118969388204,0.05944190613307865,growth
028050,-0.8227439131470737,0.6322278356751428,169.0,500.0,0.338,4968600000000,0.0029583228920359635,0.06240022902511461,growth
336370,-1.22935646618738,0.4847857208623445,202.0,594.0,0.3400673400673401,2018924028000,0.0012020748640087463,0.06360230388912336,growth
003160,-0.6693348591848427,0.7272132543126638,153.0,448.0,0.34151785714285715,254808990650,0.0001517142193246534,0.06375401810844801,growth
014820,-1.0712753744741654,0.516216908346909,195.0,566.0,0.34452296819787986,1663739427000,0.0009905966335138463,0.06474461474196186,growth
037560,-0.4139614426721466,0.8450102193904664,129.0,374.0,0.3449197860962567,503404622500,0.00029972898174505344,0.06504434372370692,growth
268280,-0.8446653261708318,0.5583350558461325,182.0,509.0,0.3575638506876228,1020000000000,0.0006073117880040017,0.06565165551171093,growth
004690,0.7880256429575401,1.3117207849918815,47.0,126.0,0.373015873015873,573786037500,0.00034163433761358444,0.06599328984932451,growth
001020,-0.6076845643178461,0.6885577315924256,159.0,424.0,0.375,106549654400,6.344005992634553e-05,0.06605672990925085,growth
028670,-0.29445419638595444,0.8394891187307074,131.0,348.0,0.3764367816091954,4260519010640,0.002536728841349822,0.06859345875060067,growth
003720,-1.0078733482912527,0.4516833525750013,210.0,556.0,0.3776978417266187,107440000000,6.397017500308818e-05,0.06865742892560377,growth
011790,-1.004910783731305,0.44018488488086543,213.0,555.0,0.3837837837837838,5604508104000,0.0033369449387481934,0.07199437386435197,growth
005300,-0.6104899827966961,0.6711023919178707,164.0,426.0,0.38497652582159625,1693396330000,0.0010082544636977593,0.07300262832804973,growth
000970,1.1002549595565765,1.4329299472924095,33.0,85.0,0.38823529411764707,220708840000,0.0001314108629889109,0.07313403919103864,growth
004080,-0.6343168016161035,0.6247008007289275,170.0,430.0,0.3953488372093023,159125000000,9.47436159471929e-05,0.07322878280698583,growth
002700,-0.891945588838814,0.45221584830859,209.0,522.0,0.4003831417624521,164475011115,9.792903243355755e-05,0.07332671183941938,growth
307950,-1.1018122474742724,0.35723473733954136,232.0,576.0,0.4027777777777778,3510269696000,0.002090027613190219,0.0754167394526096,growth
000490,-0.21533592925402129,0.8375967928545314,132.0,323.0,0.4086687306501548,350305145400,0.00020857298450968213,0.07562531243711929,growth
006340,-1.013384393216177,0.3859583210407502,229.0,559.0,0.40966010733452596,135287322135,8.055057401968647e-05,0.07570586301113898,growth
014680,-1.0343310695681083,0.34157350127426606,237.0,563.0,0.42095914742451157,2998159077500,0.0017851150490950521,0.07749097806023403,growth
006890,-0.7794383353691419,0.4763430763538064,203.0,480.0,0.42291666666666666,213440000000,0.000127082968658406,0.07761806102889243,growth
005090,-0.473212628857812,0.6541049523478918,166.0,389.0,0.4267352185089974,695689989600,0.000414216403412217,0.07803227743230465,growth
192650,-0.6558134235759765,0.5213782582069628,193.0,439.0,0.4396355353075171,729454104050,0.00043431968254653195,0.07846659711485118,growth
005830,0.7055270621534268,1.230718395692835,59.0,134.0,0.44029850746268656,4509960000000,0.0026852469327711052,0.08115184404762228,growth
030720,-0.2160861312858852,0.7617718531480575,146.0,324.0,0.4506172839506173,57707182000,3.4359070471659155e-05,0.08118620311809394,growth
010640,-0.7763143230271146,0.4359634231852618,215.0,476.0,0.45168067226890757,55000000000,3.274720425511774e-05,0.08121895032234905,growth
023150,-0.4878626741453057,0.588824697382639,178.0,392.0,0.45408163265306123,79319154500,4.7226919159177114e-05,0.08126617724150823,growth
007160,0.46220677842575375,1.1014829488239386,82.0,178.0,0.4606741573033708,257500000000,0.00015331645628532394,0.08141949369779355,growth
002150,-0.8337253977020045,0.356960804549289,233.0,505.0,0.4613861386138614,386094000000,0.00022988180144864413,0.0816493754992422,growth
014910,-0.7308629899312914,0.44116546426258085,212.0,458.0,0.462882096069869,48327405360,2.8774316626250757e-05,0.08167814981586845,growth
120110,-0.2742177228038699,0.7033848908077558,157.0,339.0,0.4631268436578171,1860290551600,0.001107623903038379,0.08278577371890683,growth
105630,-0.8157894237383199,0.37704511258603324,230.0,494.0,0.46558704453441296,1002000000000,0.0005965945211568722,0.0833823682400637,growth
010660,0.11895819647736411,0.9195795028703261,113.0,239.0,0.47280334728033474,71610000000,4.263685994016329e-05,0.08342500510000386,growth
016880,-0.5224414379400307,0.5433120635810557,190.0,401.0,0.47381546134663344,166248326400,9.898487093985969e-05,0.08352398997094372,growth
017390,-0.5727049751452286,0.515525384330664,198.0,411.0,0.48175182481751827,965000000000,0.0005745645837488839,0.0840985545546926,growth
011420,-0.8101120675576654,0.32393479313500284,242.0,493.0,0.4908722109533469,60471468580,3.6004936967203534e-05,0.08413455949165981,growth
107590,-0.5415385725616242,0.48593168170982404,201.0,407.0,0.49385749385749383,319000000000,0.00018993378467968287,0.0843244932763395,growth
007280,0.2945929746113275,1.0002886719597859,99.0,200.0,0.495,174708852800,0.00010402229977852542,0.08442851557611802,growth
008420,0.7665363745004795,1.2198647432730518,63.0,127.0,0.49606299212598426,99852069350,5.9452292914556935e-05,0.08448796786903258,growth
000080,-1.0460415776668566,0.17848863947127305,285.0,564.0,0.5053191489361702,2580916884800,0.0015366874980368686,0.08602465536706945,growth
012450,-0.3049548712505322,0.5886606829921988,179.0,354.0,0.5056497175141242,2612508000000,0.0015554969653478023,0.08758015233241725,growth
069620,-1.1865712979046252,0.11975996417592913,298.0,581.0,0.5129087779690189,1940751312500,0.0011555305388877334,0.08873568287130498,growth
001420,-0.9232454213380283,0.21197728555852285,273.0,532.0,0.5131578947368421,41648000000,2.479737386940261e-05,0.08876048024517438,growth
025820,-0.12319638454001283,0.7495425014037157,149.0,290.0,0.5137931034482759,135105680000,8.044242361793774e-05,0.08884092266879232,growth
011500,-0.6751694276873992,0.3767359882527246,231.0,449.0,0.5144766146993318,248628967800,0.00014803461076883073,0.08898895727956115,growth
001070,-0.9049244920945023,0.2060146002994487,275.0,529.0,0.5198487712665406,251750000000,0.00014989288493137982,0.08913885016449252,growth
024900,-0.8210817894334832,0.2566446962054559,260.0,499.0,0.5210420841683366,103882286200,6.185189899418179e-05,0.08920070206348671,growth
009270,-0.25025799314807257,0.6089148686686661,174.0,333.0,0.5225225225225225,192093314130,0.0001143730726155928,0.0893150751361023,growth
003490,-0.7552699538071519,0.3075292279869465,246.0,468.0,0.5256410256410257,10243323296250,0.006098912731518267,0.09541398786762056,growth
000950,-0.06282796250115585,0.7359437557955426,150.0,279.0,0.5376344086021505,92904000000,5.531538662031742e-05,0.09546930325424088,growth
014580,-0.5012898664782108,0.4375488513943979,214.0,395.0,0.5417721518987342,144811275000,8.622117092489136e-05,0.09555552442516578,growth
010130,-0.5729199043649803,0.3982325798723636,224.0,413.0,0.5423728813559322,10510590000000,0.006258044319487235,0.10181356874465301,growth
005360,0.1559460756938933,0.873867877810968,125.0,229.0,0.5458515283842795,86360692990,5.141947732649172e-05,0.10186498822197951,growth
023350,0.05252477437979873,0.8152282088187408,136.0,249.0,0.5461847389558233,97783500000,5.82206590414601e-05,0.10192320888102097,growth
004090,-0.6943139091138925,0.30644525878907347,247.0,452.0,0.5464601769911505,205010038000,0.00012206373797700816,0.10204527261899797,growth
