회사명,거래소코드,회계년도,유동비율,차입금의존도,매출액증가율,유형자산증가율,총자본증가율,매출액총이익률,매출액영업이익률,매출액순이익률,총자본영업이익률,자기자본순이익률,당좌비율,부채비율,재고자산회전률,매출채권회전률,총자본회전률,매입채무회전률,현금순환주기,WCTA,RETA,TLTA,이자보상배율,vol유동비율,vol매출액증가율,vol유형자산증가율,vol총자본증가율,vol매출액총이익률,vol매출액영업이익률,vol자기자본순이익률,vol총자본영업이익률,vol당좌비율,vol부채비율,vol이자보상배율,vol재고자산회전률,vol매출채권회전률,vol총자본회전률,vol매입채무회전률,부도
(주)메디톡스,86900,2008,670.42,7.47,96.89,-0.15,25.95,75.67,42.93,47.62,21.75,29.54,559.39,18.25,9.44,10.26,0.51,1487.97,74.0,0.3509818767706526,0.2379046597207146,0.1543602684843124,87.95065922510717,-72.97000000000003,52.19,-153.53,-18.28,9.97,12.669999999999998,17.38,11.36,-27.590000000000032,-9.89,6.424453664606631,2.4499999999999997,4.17,0.16999999999999998,732.25,0.0
(주)메디톡스,86900,2009,501.59,5.98,69.66,3.5,46.22,84.63,51.07,51.28,31.98,38.48,471.22,20.91,15.7,8.89,0.63,0.0,64.3,0.4532653965109216,0.43307402096328174,0.1729457857015726,164.39309724901216,-168.82999999999996,-27.230000000000004,3.65,20.27,8.959999999999994,8.14,8.939999999999998,10.23,-88.16999999999996,2.66,76.44243802390498,6.26,-1.3699999999999992,0.12,-1487.97,0.0
(주)메디톡스,86900,2012,353.97,11.08,67.08,38.68,33.38,90.64,46.98,42.57,27.61,32.07,345.45,27.8,40.59,4.39,0.59,1949.75,91.99,0.546457448739511,0.6176306000421836,0.217535134690346,98.18343727305214,60.99000000000001,64.16,35.93,19.120000000000005,3.1800000000000064,7.399999999999999,13.11,10.29,61.31999999999999,-0.9299999999999996,62.86549785369544,19.300000000000004,-0.28000000000000025,0.14999999999999994,782.76,0.0
(주)메디프론디비티,65650,2003,655.12,7.83,-5.85,-42.04,9.36,25.52,1.18,1.28,1.61,2.43,647.41,24.61,239.69,2.99,1.36,27.93,110.72,0.7809212181639107,0.4011027367483568,0.19752824341991215,3.1550900846675494,350.45,7.99,-0.17999999999999972,7.989999999999998,0.21000000000000085,-1.4200000000000002,-3.84,-2.34,343.41,-38.16,-1.58584014789059,-96.82,-0.2899999999999996,-0.15999999999999992,4.1099999999999985,0.0
(주)메디프론디비티,65650,2004,260.7,11.71,102.18,-5.4,137.59,40.16,-9.09,-11.64,-14.16,-29.02,260.7,81.83,572.25,3.82,1.56,16.19,73.61000000000001,0.8209545750364579,0.3396799779832416,0.45004869692592986,-7.329960388908894,-394.42,108.03,36.64,128.23000000000002,14.639999999999995,-10.27,-31.45,-15.77,-386.71,57.22,-10.485050473576443,332.56,0.8299999999999996,0.2,-11.739999999999998,0.0
(주)메디프론디비티,65650,2008,78.58,10.95,146.89,-60.19,-28.29,15.57,-15.43,-83.14,-3.56,-23.15,67.91,13.98,11.15,8.76,0.23,0.0,74.4,0.09322241099574703,-0.3660071172754519,0.12268127605144202,-3.036709832943401,-43.46000000000001,140.86,-20.809999999999995,-46.11,-24.54,3.080000000000002,-16.099999999999998,-1.95,-41.22,-12.05,-0.90779931901072,5.090000000000002,5.93,0.14,0.0,0.0
(주)메디프론디비티,65650,2009,128.37,12.01,21.53,18.94,3.17,16.21,4.79,-11.62,1.58,-4.4,109.06,15.1,17.59,9.23,0.33,0.0,60.28,0.16433769799232528,-0.3925680140826744,0.1312010877785221,1.104058502009562,49.790000000000006,-125.36,79.13,31.46,0.6400000000000006,20.22,18.75,5.1400000000000015,41.15000000000001,1.1199999999999992,4.140768334952964,6.44,0.4700000000000006,0.1,0.0,0.0
(주)메카로,241770,2008,617.99,23.37,0.0,0.0,0.0,27.98,4.87,5.63,4.97,9.67,401.23,68.55,3.8,5.83,1.02,15.25,134.76999999999998,0.7654845612446317,0.11569220372947485,0.4067180047414763,8.142872340425532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.790800223328093,0.0,0.0,0.0,0.0,0.0
(주)메카로,241770,2012,292.75,36.76,19.4,36.26,6.81,31.22,8.69,5.33,7.65,9.54,191.0,100.99,4.94,7.79,0.88,18.16,100.69,0.4594708519483712,0.2319175396666129,0.5024520238688822,5.112700918287509,61.66,19.4,36.26,6.81,-6.289999999999999,-3.34,-4.100000000000001,-1.5299999999999994,41.78999999999999,-4.8500000000000085,-10.43120153829228,1.0900000000000003,1.42,0.12,5.09,0.0
(주)메카포럼,35830,2003,81.07,26.12,-60.16,81.29,-59.69,-7.46,-52.34,-98.25,-29.61,-124.31,66.98,149.26,4.16,1.94,0.57,2.62,136.64999999999995,0.4641548118625976,-0.8104670911310716,0.5988098626859681,-15.577156166125373,-71.39000000000001,-99.69,76.94000000000003,-40.09,-12.44,-51.85,-124.64,-29.17,-54.58,34.55,-15.313446245489578,-0.7800000000000002,-0.6099999999999999,-0.3200000000000001,-0.6000000000000001,0.0
(주)메카포럼,35830,2004,55.69,26.54,-74.92,-68.65,-73.95,-30.12,-96.19,-170.75,-37.7,-192.46,28.95,601.8,3.62,2.2,0.39,1.32,-10.739999999999952,0.4457062080677873,-4.730146952279674,0.8575091659803858,-28.70720101990459,-25.379999999999995,-14.760000000000005,-149.94,-14.260000000000005,-22.66,-43.85,-68.15,-8.090000000000002,-38.03,452.54,-13.130044853779216,-0.54,0.26000000000000023,-0.17999999999999994,-1.3,0.0
(주)메카포럼,35830,2008,79.4,6.96,-89.81,-30.37,-13.45,-183.24,-1032.08,-1780.4,-52.52,-214.2,79.4,268.18,0.0,0.45,0.05,2.35,655.1200000000001,0.5641567685280073,-5.281290882628698,0.7283972783071321,-20.412396890538094,6.740000000000008,-94.16,2.41,43.71,-171.74,-900.72,133.71000000000004,-15.810000000000002,6.740000000000008,187.66000000000003,-5.837105570903455,0.0,-1.78,-0.23000000000000004,-9.5,0.0
(주)메카포럼,35830,2009,256.1,23.07,876.71,-16.81,191.18,5.78,-52.02,-135.65,-14.25,-69.68,248.65,60.53,34.54,3.11,0.27,595.67,127.4,0.36617475688927004,-2.0632967568868517,0.3770667634519152,-3.254909425672808,176.70000000000005,966.52,13.560000000000002,204.63,189.02,980.06,144.51999999999995,38.27,169.25,-207.65,17.157487464865287,34.54,2.66,0.22000000000000006,593.3199999999998,0.0
(주)메타바이오메드,59210,2003,73.63,55.17,37.33,-5.39,6.88,41.71,13.74,0.58,7.47,1.05,50.26,239.68,4.86,3.12,0.54,43.6,183.7,0.3630611612647809,0.025906223371045187,0.7056053589744111,1.650073438772963,-166.74,-14.4,-15.59,-5.909999999999998,4.240000000000002,-0.4499999999999993,-0.44,1.3099999999999996,-107.34,18.670000000000016,0.3086950806358217,0.2400000000000002,-0.3899999999999997,0.11000000000000004,4.649999999999999,0.0
(주)메타바이오메드,59210,2004,90.35,55.1,17.59,-0.35,4.58,44.12,13.35,4.68,8.07,9.4,59.29,225.58,5.29,3.34,0.6,31.11,166.65,0.32935018713967346,0.052442863087914814,0.6928562006303243,1.864137696056475,16.72,-19.74,5.04,-2.3,2.4099999999999966,-0.39000000000000057,8.35,0.6000000000000005,9.03,-14.099999999999996,0.21406425728351208,0.4299999999999997,0.21999999999999972,0.059999999999999935,-12.490000000000002,0.0
(주)메타바이오메드,59210,2008,169.42,24.91,22.26,0.08,49.15,51.9,24.38,13.78,17.93,17.56,142.26,54.92,8.29,3.93,0.74,25.57,122.69,0.4763321449509772,0.26127721683411786,0.3545076960503236,11.955607618254506,91.96,-15.84,-4.61,30.18,5.100000000000001,4.0299999999999985,-23.65,1.3599999999999994,89.80999999999997,-55.53999999999999,6.259685216746668,0.9999999999999992,-0.9300000000000002,-0.07000000000000006,5.469999999999999,0.0
(주)메타바이오메드,59210,2009,227.7,40.77,23.01,55.51,35.03,51.77,20.44,10.96,13.14,12.27,187.65,91.76,8.12,3.78,0.64,43.53,133.09,0.4623259489202828,0.246469176616532,0.4785262973372179,10.820204968556222,58.28,0.75,55.43,-14.119999999999996,-0.12999999999999545,-3.9399999999999977,-5.289999999999999,-4.789999999999999,45.39000000000002,36.84,-1.1354026496982836,-0.16999999999999993,-0.15000000000000036,-0.09999999999999998,17.96,0.0
(주)메타바이오메드,59210,2012,93.01,34.64,14.9,10.39,35.83,40.76,13.26,8.23,6.26,5.82,60.69,68.17,5.8,3.54,0.47,28.99,153.37,0.21538619631489572,0.2233538572443248,0.40535570395870396,4.269244416463577,-60.02999999999999,6.780000000000001,0.91,30.19,-5.32,-2.42,0.9500000000000002,-1.5499999999999998,-52.5,37.91,-2.957848572339431,-0.009999999999999787,0.4199999999999999,-0.030000000000000027,-3.2100000000000044,0.0
(주)멕아이씨에스,58110,2003,91.66,73.56,-0.34,-0.46,6.66,35.51,-12.19,-34.24,-10.97,-175.71,54.99,1024.17,3.69,3.08,0.9,27.03,203.76,0.6683391186244259,-0.31380769452791696,0.9110449139721588,-1.6558365950281926,-111.33,-141.41,4.6,-15.61,-11.11,-26.87,-197.63,-26.03,-73.19,750.19,-4.270705988490098,-0.8900000000000001,-0.6600000000000001,-0.13,7.52,0.0
(주)멕아이씨에스,58110,2004,92.49,62.46,42.92,-2.18,6.72,33.12,5.75,0.21,6.93,2.72,59.97,898.86,4.79,4.32,1.2,13.15,132.96,0.6732045434273529,-0.2772763112748625,0.8998856366535852,1.3730199498018385,0.8299999999999983,43.26000000000001,-1.7200000000000002,0.05999999999999961,-2.390000000000001,17.939999999999994,178.43,17.9,4.979999999999997,-125.31000000000006,3.0288565448300315,1.1,1.2400000000000002,0.29999999999999993,-13.88,0.0
(주)멜파스,96640,2008,178.74,5.25,-1.17,390.37,56.94,22.66,5.5,8.18,7.62,16.01,101.64,63.06,7.54,11.46,1.39,7.06,28.569999999999997,0.6495571996643944,0.4792066924968893,0.3867125962036685,39.375914577910756,-668.29,-1.17,390.37,56.94,-13.510000000000002,-20.35,-37.71,-38.94000000000001,-714.02,46.2,-218.2244633020137,-47.55,-14.989999999999998,-0.41000000000000014,-37.53,0.0
(주)멜파스,96640,2009,522.99,0.52,333.68,43.7,272.81,19.02,11.05,10.89,22.98,28.94,434.43,20.69,11.91,18.92,2.08,11.77,18.92,0.8649770547897473,0.2721902048169261,0.171441096840286,141.02487650262168,344.25,334.85,-346.67,215.87,-3.640000000000001,5.550000000000002,12.93,15.36,332.79,-42.37000000000001,101.64896192471092,4.37,7.460000000000001,0.6900000000000002,4.71,0.0
(주)멜파스,96640,2012,116.55,22.87,49.57,16.8,63.64,13.44,6.22,3.63,8.77,9.24,68.06,110.9,6.01,8.18,1.41,6.38,48.13,0.6124544547908823,0.2665682433467811,0.5258477248732523,13.414652935612187,-15.519999999999996,47.78,-30.93,44.76000000000001,-0.8900000000000006,0.049999999999999815,-1.6400000000000006,0.4399999999999995,-0.5499999999999972,64.15,-26.884834923332445,-2.890000000000001,0.4699999999999998,0.059999999999999824,-1.830000000000001,0.0
(주)모다이노칩,80420,2003,352.74,16.13,0.0,0.0,0.0,36.56,12.4,12.43,10.5,14.5,281.0,37.86,6.64,2.99,0.85,41.95,168.4,0.6267408361441866,-0.04435684907405822,0.2746196987316667,9.018789999028225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7536679936004358,0.0,0.0,0.0,0.0,0.0
(주)모다이노칩,80420,2004,201.78,19.99,79.51,127.13,63.45,46.96,21.74,19.95,25.07,34.56,127.88,58.92,7.0,4.47,1.15,75.86,129.03,0.5123533893401491,0.15830096405077265,0.37076966309126863,21.88465099848528,-150.96,79.51,127.13,63.45,10.4,9.339999999999998,20.06,14.57,-153.12,21.06,12.865860999457054,0.3600000000000003,1.4799999999999995,0.29999999999999993,33.91,0.0
(주)모다이노칩,80420,2008,459.33,17.97,1.75,2.36,-4.35,32.58,7.91,7.45,4.61,6.0,333.99,31.8,4.82,9.24,0.58,95.52,111.39,0.4698856618054956,0.4578536162921141,0.24127929338379414,3.388698652878184,163.90999999999997,29.11,-28.97,-6.39,-4.240000000000002,1.1400000000000006,-2.08,0.7700000000000005,103.62,-13.02,-1.181242052940734,-0.6299999999999999,1.71,0.010000000000000007,-0.9600000000000078,0.0
(주)모다이노칩,80420,2009,350.62,17.13,29.88,-7.47,24.53,43.6,22.7,21.32,15.66,19.53,277.89,33.57,5.54,7.38,0.69,48.39,107.83,0.5867553656407902,0.4920423721601753,0.2513165305261109,20.110584387319392,-108.70999999999998,28.13,-9.83,28.880000000000006,11.020000000000005,14.79,13.53,11.05,-56.100000000000016,1.7699999999999996,16.721885734441205,0.7199999999999998,-1.8600000000000003,0.11,-47.13,0.0
(주)모다이노칩,80420,2012,416.88,12.98,2.24,4.9,4.64,43.91,26.18,20.25,18.02,18.76,355.45,27.89,7.15,4.91,0.69,74.82,120.45000000000002,0.5810469868313098,0.7214516320095086,0.21806957153195336,17.434898452246834,117.44,-29.55,-44.19000000000001,-30.19,4.399999999999999,1.370000000000001,-8.969999999999997,-1.6099999999999994,110.29999999999998,-14.439999999999998,-3.1428134456849404,0.96,-0.05999999999999961,-0.10000000000000007,-7.210000000000008,0.0
(주)모델라인,64720,2003,102.52,49.48,11.58,19.96,41.19,24.72,-2.64,-4.42,-2.97,-13.27,42.1,210.97,4.45,7.9,1.13,6.77,74.27,0.5964475358083167,0.04995758808277274,0.6784267821863376,-1.0463931599526357,-24.02000000000001,-135.7,-18.53,-53.61,0.08999999999999986,-12.46,-35.28,-18.75,-59.32,88.87,-9.285246197819433,-15.09,-2.299999999999999,-0.4800000000000002,-4.33,0.0
(주)모델라인,64720,2004,55.7,62.73,4.99,-43.73,-47.78,4.13,-22.32,-26.46,-29.59,-138.67,29.08,722.45,4.57,14.75,1.33,10.17,68.66999999999999,0.3597271154624026,-0.41560745186066855,0.8784124290293732,-7.622876173790875,-46.81999999999999,-6.59,-63.69,-88.97,-20.59,-19.68,-125.4,-26.62,-13.020000000000005,511.48,-6.576483013838239,0.1200000000000001,6.85,0.20000000000000015,3.4000000000000004,0.0
