회사명,거래소코드,회계년도,유동비율,차입금의존도,매출액증가율,유형자산증가율,총자본증가율,매출액총이익률,매출액영업이익률,매출액순이익률,총자본영업이익률,자기자본순이익률,당좌비율,부채비율,재고자산회전률,매출채권회전률,총자본회전률,매입채무회전률,현금순환주기,WCTA,RETA,TLTA,이자보상배율,vol유동비율,vol매출액증가율,vol유형자산증가율,vol총자본증가율,vol매출액총이익률,vol매출액영업이익률,vol자기자본순이익률,vol총자본영업이익률,vol당좌비율,vol부채비율,vol이자보상배율,vol재고자산회전률,vol매출채권회전률,vol총자본회전률,vol매입채무회전률,부도
(주)가비아,79940,2010,157.74,18.22,18.3,22.54,13.65,45.01,15.74,14.46,12.37,18.14,157.74,59.07,0.0,14.43,0.79,71.49,20.23,0.29435516393326283,0.4803496327315734,0.37135428941515225,9.806594982078849,-42.31999999999999,10.71,23.02,14.84,-3.270000000000003,-0.8399999999999981,-0.16000000000000014,0.6799999999999997,-42.31999999999999,-1.2999999999999972,4.834274575507178,0.0,-2.830000000000002,0.08000000000000007,-16.509999999999998,0.0
(주)가비아,79940,2014,113.33,15.18,8.39,-1.85,7.35,38.79,7.86,7.01,6.38,8.43,113.33,46.76,152.14,18.91,0.81,24.14,4.090000000000003,0.2664339857198748,0.5618750618812511,0.3185997531483993,11.159155576249047,23.93,3.130000000000001,2.43,6.66,-0.5799999999999983,0.3700000000000001,-3.0500000000000007,0.54,24.629999999999995,-3.0,3.676122175606528,28.170000000000016,-0.990000000000002,0.030000000000000027,3.030000000000001,0.0
(주)가비아,79940,2015,180.0,9.54,10.34,-0.46,2.99,40.54,9.35,8.85,7.98,10.64,180.0,35.76,0.0,18.91,0.85,25.05,4.090000000000003,0.3024153457582856,0.6154258416497249,0.2634033837588773,28.337353842306012,66.67,1.9499999999999995,1.39,-4.359999999999999,1.75,1.489999999999999,2.210000000000001,1.6000000000000003,66.67,-11.0,17.178198266056963,-17.78,0.5899999999999999,0.039999999999999925,0.91,0.0
(주)가비아,79940,2016,119.42,8.99,2.03,0.99,6.08,41.73,8.06,7.17,6.7,8.07,119.42,34.68,0.0,18.91,0.83,32.18,5.809999999999999,0.20008825561512825,0.6312150626000131,0.2574724725229636,33.329254103643684,-60.58,-8.31,1.45,3.09,1.1899999999999975,-1.2899999999999991,-2.5700000000000003,-1.2800000000000002,-60.58,-1.0799999999999983,4.991900261337676,0.0,1.0600000000000025,-0.02000000000000001,7.129999999999999,0.0
(주)강스템바이오텍,217730,2014,350.22,19.44,0.0,0.0,0.0,57.82,-53.88,-108.74,-18.98,-75.38,329.22,61.22,0.93,1.95,0.21,48.53,246.0,0.5200067582299014,-0.8963023500686987,0.3797259515470603,-18.504431767786304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.13439035105428,0.0,0.0,0.0,0.0,0.0
(주)강스템바이오텍,217730,2015,637.19,4.27,93.67,13.4,79.63,57.82,-53.88,-108.74,-18.98,-44.8,625.9,17.64,5.32,9.94,0.21,22.95,89.49000000000002,0.7563892602803244,-0.6446832690846831,0.1499278338474106,-5.406980375277196,258.79,98.2,13.4,72.72,6.989999999999995,22.69,43.18,14.13,230.07,-43.58,112.3884628485502,4.3900000000000015,4.17,0.06,-16.509999999999998,0.0
(주)강스템바이오텍,217730,2016,815.11,32.77,-38.58,35.55,79.63,57.82,-53.88,-108.74,-18.98,-37.55,691.99,106.48,1.84,3.59,0.21,4.2,213.41,0.8002757232766763,-0.5144465839796151,0.5156818245963805,-18.504431767786304,258.79,-82.45,22.15,-69.82000000000001,10.189999999999998,-26.57,7.25,6.6999999999999975,230.07,88.84,-13.486814903315663,-3.4800000000000004,-4.200000000000001,-0.06999999999999999,-16.509999999999998,0.0
(주)강원랜드,35250,2002,201.6,0.0,3.04,124.97,18.44,57.82,22.41,20.68,21.79,34.16,201.33,29.06,152.14,18.91,0.63,71.49,4.090000000000003,0.4414390842754582,0.4981988179523864,0.2251613417468534,340.9698050685557,-15.77000000000001,3.04,117.91,18.44,-2.7599999999999905,-2.890000000000001,-7.109999999999999,-4.280000000000001,-15.789999999999992,-21.66,171.8757365416829,28.170000000000016,4.17,-0.030000000000000027,15.120000000000005,0.0
(주)강원에너지,114190,2002,89.13,9.83,87.26,13.06,6.05,18.18,7.7,4.72,15.91,26.22,82.72,145.54,38.13,5.94,2.07,5.89,9.010000000000012,0.4916273081977553,0.2174284380726581,0.5927326371433039,16.8185706401766,-1.6500000000000057,87.26,13.06,6.05,-0.12000000000000098,5.32,23.66,13.2,5.760000000000005,-53.89000000000002,15.472655617731668,22.800000000000004,2.4200000000000004,0.43000000000000016,2.26,0.0
(주)강원에너지,114190,2006,110.27,2.6,28.88,-4.39,12.67,17.45,4.94,2.81,8.87,16.79,105.19,225.53,43.15,6.98,1.8,4.07,4.090000000000003,0.7100442709119772,0.1453912446866798,0.6928101682514827,69.76157708759531,15.079999999999998,24.39,1.25,15.89,13.35,14.66,43.11,14.13,18.02,-16.340000000000003,151.8873413214509,6.740000000000002,3.1700000000000004,0.3400000000000001,0.6700000000000004,0.0
(주)강원에너지,114190,2007,117.1,1.25,38.08,15.0,66.02,22.36,10.77,7.42,18.95,34.16,114.74,235.85,103.32,7.98,1.76,4.56,4.090000000000003,0.7954189663047805,0.1921634919209028,0.7022492079283554,241.7203994293866,6.829999999999997,9.2,19.39,53.35,4.91,5.829999999999999,26.54,10.08,9.549999999999997,10.319999999999991,171.8757365416829,28.170000000000016,1.0,-0.040000000000000036,0.4899999999999993,0.0
(주)강원에너지,114190,2010,257.77,0.24,-20.83,2.49,-9.56,21.84,5.81,5.61,5.89,9.24,249.78,48.83,37.87,2.36,1.01,3.11,47.04000000000002,0.8176094488777728,0.3759009746622409,0.3280909798202319,340.9698050685557,65.38,1.0400000000000027,7.6400000000000015,-18.08,0.9600000000000009,-5.160000000000001,-10.21,-8.030000000000001,63.77000000000001,-28.53,-75.51538016787913,3.899999999999999,-0.3400000000000003,-0.26,-0.5300000000000002,0.0
