thresholds,models,Accuracy,Precision,Recall,F1 score,Auc_Score
0.6,XGBClassifier,0.978,0.34615384615384615,0.8181818181818182,0.4864864864864865,0.9053103569544575
0.8,RandomForestClassifier,0.981,1.0,0.5454545454545454,0.7058823529411764,0.9119043432389661
