thresholds,models,Accuracy,Precision,Recall,F1 score,Auc_Score
0.3,XGBClassifier,0.968,0.038461538461538464,0.16666666666666666,0.0625,0.7827380952380952
0.6,RandomForestClassifier,0.981,0.1,0.16666666666666666,0.125,0.7581349206349206
