,makeup,travel,flight
2020-07-14 00:00:00,101.51846869240389,94.12355157263895,114.06043309683866
2020-07-15 00:00:00,101.73783592133657,96.53372911990382,116.56779985258578
2020-07-16 00:00:00,102.14912992755438,97.45772431030912,116.19070376940743
2020-07-17 00:00:00,102.41675442087124,97.3970247656568,115.56396123122803
2020-07-20 00:00:00,101.24877307405686,98.2567881719843,112.97851198022211
2020-07-21 00:00:00,105.32135472485535,99.71573415899098,118.36051875588744
2020-07-22 00:00:00,104.30509484446667,97.93696327373081,114.00714396869509
2020-07-23 00:00:00,101.77581850658018,96.21300674663972,109.94183681040207
2020-07-24 00:00:00,100.89935709639872,95.1068953793163,108.20397999284334
2020-07-27 00:00:00,102.13307841199386,95.15843854316809,105.8934768917688
2020-07-28 00:00:00,101.93323133076764,94.94326212701135,108.98472615023904
2020-07-29 00:00:00,103.98810627666153,95.46902273394292,125.14080721990146
2020-07-30 00:00:00,104.34892847179924,96.0594140895209,123.61310768250662
2020-07-31 00:00:00,103.49920161559139,95.07592735834905,122.81600564833515
2020-08-03 00:00:00,101.28219319570495,93.81772803856424,120.10525195268649
2020-08-04 00:00:00,102.01807631549566,93.83795995693976,121.59204897221807
2020-08-05 00:00:00,103.08839377698118,93.59493059055829,120.69187910534691
2020-08-06 00:00:00,104.51642515989094,94.87958795576814,123.85940846687764
2020-08-07 00:00:00,107.3811119773541,96.2724990309208,126.9749220839332
2020-08-10 00:00:00,107.71224413686846,95.53562524064247,124.88676400445115
2020-08-11 00:00:00,114.56579676739929,97.40607183488457,125.84500068502176
2020-08-12 00:00:00,115.34178584541621,103.06486735569382,128.0734224778997
2020-08-13 00:00:00,116.92548100446145,102.97963049947441,128.49751403066043
2020-08-14 00:00:00,118.78264856878451,102.16216027482083,127.03000680631405
2020-08-18 00:00:00,111.60838595488957,95.93193068623592,121.26050823086129
2020-08-19 00:00:00,113.47704421353046,96.28951860621483,121.71680540334167
2020-08-20 00:00:00,110.2086827697747,92.60856356411136,115.40520833784151
2020-08-21 00:00:00,113.16811592715712,92.68615095889261,116.38381968647649
2020-08-24 00:00:00,112.52293203503139,92.35849252391385,115.7469030746727
2020-08-25 00:00:00,113.19456463961903,94.6091643392192,118.0398235894371
2020-08-26 00:00:00,111.04664182463013,93.4136407533599,117.45117018125231
2020-08-27 00:00:00,109.65551693924232,91.68863655634085,114.11745172063948
2020-08-28 00:00:00,109.73447388624493,93.001250590019,114.91666135270518
2020-08-31 00:00:00,107.58270899622264,92.59880003466772,116.94323706098292
2020-09-01 00:00:00,109.62953645736808,94.50408666142415,116.98160602048611
2020-09-02 00:00:00,109.61858594171818,96.62888559655917,119.69896963500697
2020-09-03 00:00:00,109.02869964216355,96.02427426768546,121.43931613691304
2020-09-04 00:00:00,107.06332296750188,93.37062550637498,119.84210850357135
2020-09-07 00:00:00,108.02216174844408,94.42054501657272,118.58535791922844
2020-09-08 00:00:00,108.81597535520345,95.05173808897564,119.02058247952294
2020-09-09 00:00:00,108.8659358081057,93.23342265822157,117.46466377683254
2020-09-10 00:00:00,109.40934964936488,92.8363100300609,118.54806688558266
2020-09-11 00:00:00,109.38638725896817,93.50461921222501,117.30485232935916
2020-09-14 00:00:00,109.92327506873143,94.19333353355383,119.40205989357713
2020-09-15 00:00:00,110.71775978298552,94.56205453451817,122.93496448279217
2020-09-16 00:00:00,109.4826506635876,94.75846747896965,122.99737326627076
2020-09-17 00:00:00,109.03702321507562,95.71308986879258,121.71954809826053
2020-09-18 00:00:00,109.51134025378026,94.67093099695391,124.03888200673143
2020-09-21 00:00:00,108.34963057964234,94.50920671939208,120.81071327104095
2020-09-22 00:00:00,106.24171396171964,92.67418983258409,117.07847827467792
2020-09-23 00:00:00,105.17004199324487,92.65028494462952,116.14964439421169
2020-09-24 00:00:00,102.74242572756458,90.33690542879827,111.57483987618895
2020-09-25 00:00:00,102.75597393233727,90.93311564646525,112.2909201800223
2020-09-28 00:00:00,105.62273275212178,93.67381813479841,113.75487175871316
2020-09-29 00:00:00,105.3490941684376,94.58180050029027,114.87598133416013
2020-10-05 00:00:00,108.55104934417798,94.30731861071195,116.28011007543624
2020-10-06 00:00:00,108.17464743277114,93.10351298865532,118.19131813007427
2020-10-07 00:00:00,109.07517744638669,94.16590018529125,117.69068039291778
2020-10-08 00:00:00,110.3657246528291,94.91876521050388,120.91415637730117
2020-10-12 00:00:00,113.41868360761664,99.75590742183802,125.93569430500675
2020-10-13 00:00:00,110.76826180505597,98.28986283033684,125.05418421393284
2020-10-14 00:00:00,109.83693291929191,96.44503749639355,124.58166426966504
2020-10-15 00:00:00,110.29339843979669,94.63709052856876,124.97811741653754
2020-10-16 00:00:00,111.23413044183006,95.01769692822835,124.65567387568923
2020-10-19 00:00:00,111.36479028249985,96.67471493570423,126.89440539984511
2020-10-20 00:00:00,110.23101937719855,96.72645985039688,126.52352514829236
2020-10-21 00:00:00,110.20802122499154,98.38754972821305,128.4482922975614
2020-10-22 00:00:00,109.59739789546465,97.2521104407066,127.86157338729478
2020-10-23 00:00:00,109.6589133033909,97.55410058073744,128.47210229858874
2020-10-26 00:00:00,107.7946572627309,95.91003102354001,128.1041955021479
2020-10-27 00:00:00,108.14472603168734,95.6809038243682,126.08343717962624
2020-10-28 00:00:00,107.28480994396973,96.05593279057172,126.21009455877066
2020-10-29 00:00:00,107.2217738365318,93.90286686852185,123.17780419608117
2020-10-30 00:00:00,105.25813070393664,91.57803166875102,120.51909639422927
2020-11-02 00:00:00,106.7859969620694,92.22840697717959,124.36390361141878
2020-11-03 00:00:00,107.10365867790637,93.75322909880188,126.2181576616187
2020-11-04 00:00:00,106.99354822081477,93.64026215689294,125.40270380527043
2020-11-05 00:00:00,108.32052175215772,94.51751330288296,128.68091641768385
2020-11-06 00:00:00,108.09087420758992,93.22222104447245,128.67952956037774
2020-11-09 00:00:00,108.46683579107676,93.72648177870005,135.27957544724876
2020-11-10 00:00:00,109.65366215936288,98.26553180265095,143.07994402033677
2020-11-11 00:00:00,112.63244495144144,101.46351623383867,146.88999431011538
2020-11-12 00:00:00,114.74393473612923,100.74515724471946,141.93708072083274
2020-11-13 00:00:00,112.87369079651366,98.85106764527272,135.99647004438637
2020-11-16 00:00:00,111.9315576930842,99.35795978158218,152.95845277205856
2020-11-17 00:00:00,112.98206687855239,100.49354960114434,142.33494658296607
2020-11-18 00:00:00,113.53885357494195,100.28438766923972,138.62580035710715
2020-11-19 00:00:00,113.28463548542163,99.67617499029,135.26902155358366
2020-11-20 00:00:00,116.96118165608831,101.48797334810702,136.70774360066895
2020-11-23 00:00:00,117.35307107985923,101.43057598282455,139.70708046238235
2020-11-24 00:00:00,115.8860273286627,103.890706663409,142.69004786849905
2020-11-25 00:00:00,114.63543065259587,105.6416627457641,141.9197581052608
2020-11-26 00:00:00,114.29598667534029,103.33856943381518,141.16752657656306
2020-11-27 00:00:00,112.9875217570721,103.46055485154535,142.1389905999843
2020-11-30 00:00:00,111.4827115715124,101.27096757526147,142.21611448344785
2020-12-01 00:00:00,114.07531015366735,104.10622726706866,144.58885770309246
2020-12-02 00:00:00,115.2001789173386,107.05430285917497,139.46473881348123
2020-12-03 00:00:00,115.3313798584121,106.94296676371515,140.88572543441717
2020-12-04 00:00:00,114.64410798993083,105.74287513622555,141.20388290594425
2020-12-07 00:00:00,115.80005803063442,105.70462930791811,138.21073940775736
2020-12-08 00:00:00,116.32519844763085,105.58476575943952,140.56802343227787
2020-12-09 00:00:00,120.79114721585518,107.3551222425481,143.84768423908852
2020-12-10 00:00:00,119.56577162138542,107.77499700802208,144.6745504034922
2020-12-11 00:00:00,121.8177967547583,108.43437112330265,144.8668577654574
2020-12-14 00:00:00,121.83949175540315,105.77478872940402,138.26244743866624
2020-12-15 00:00:00,121.70001918650395,105.92740858846501,136.0898031444262
2020-12-16 00:00:00,124.85108489500905,105.06353661620899,136.13476628259994
2020-12-17 00:00:00,122.98635352492846,103.72542101268871,134.8502206228937
2020-12-18 00:00:00,123.62705922079249,103.9576782185116,135.2713723591361
2020-12-21 00:00:00,124.1312412797023,103.14958844858488,134.11430625678332
2020-12-22 00:00:00,122.19879296213942,101.1624229402477,137.14208522812322
2020-12-23 00:00:00,120.74147490705698,100.03652280777557,137.51628656919434
2020-12-24 00:00:00,121.70540807028027,101.90210064653785,139.59145087915738
2020-12-28 00:00:00,121.82728658532882,101.26614285186281,137.63443594308015
2020-12-29 00:00:00,122.94472005696788,103.25470465156607,139.8368486901862
2020-12-30 00:00:00,123.22685537368218,103.80127717660056,142.59621533061951
2021-01-04 00:00:00,122.2365314221366,103.81837593777826,143.0433261035209
2021-01-05 00:00:00,122.6474075948402,103.90776563863879,146.77332931831225
2021-01-06 00:00:00,121.16195402666665,103.92477172613536,146.20022150254164
2021-01-07 00:00:00,122.03367123798702,104.03438492867811,147.05133163062655
2021-01-08 00:00:00,124.16120450089514,105.43096870188901,147.67679463625436
2021-01-11 00:00:00,120.78415743163245,104.0332331237221,152.29353393844664
2021-01-12 00:00:00,120.74369109987937,108.23550990580628,153.4016418527059
2021-01-13 00:00:00,124.1865026512025,108.55911898947772,155.76776779602898
2021-01-14 00:00:00,124.68980019318478,111.31206620265313,162.6159500965688
2021-01-15 00:00:00,125.30619182367676,110.92853132227356,164.87357999669737
2021-01-18 00:00:00,120.97332040847459,106.75734491749537,156.33869287452978
2021-01-19 00:00:00,123.90405475998385,108.09155284203923,160.603186796337
2021-01-20 00:00:00,125.6380599136578,107.83575595464498,161.4884421822305
2021-01-21 00:00:00,125.75068071803592,108.24497793505294,162.9457528740421
2021-01-22 00:00:00,127.67444257692327,112.05945074092365,166.82399647703073
2021-01-25 00:00:00,134.62796206615408,113.14495023945446,158.7016884350896
2021-01-26 00:00:00,130.71130792909426,109.95317429189244,157.19520038867554
2021-01-27 00:00:00,128.21437027347625,108.76614723509152,155.94765567165277
2021-01-28 00:00:00,127.32479040569822,106.63419429525601,152.47735141892295
2021-01-29 00:00:00,123.56718325207032,104.40949267665177,148.3037163398292
2021-02-01 00:00:00,124.08658992054431,105.32362637289634,151.04243511831734
2021-02-02 00:00:00,127.74670425657226,105.64148795422687,152.58807987528303
2021-02-03 00:00:00,128.5664023215831,106.35125815739109,153.46902137250115
2021-02-04 00:00:00,128.99940191212465,105.7539733457902,152.43483704498792
2021-02-05 00:00:00,128.95506395654408,106.5241255124304,152.5186258001994
2021-02-08 00:00:00,130.37139590140526,108.66995369546962,157.16012458728582
2021-02-09 00:00:00,129.79215031840616,108.34621659877541,154.32223982055703
2021-02-10 00:00:00,131.569000118586,108.12073987639673,154.54587625910472
2021-02-15 00:00:00,132.93080130290116,108.53208571630397,153.27249593307664
2021-02-16 00:00:00,130.36896309438873,110.38211609016358,151.1962634484832
2021-02-17 00:00:00,128.8274687450149,109.50890796814036,148.2574772959508
2021-02-18 00:00:00,129.6314201200998,109.86933154989454,147.1085907020371
2021-02-19 00:00:00,130.69834630382485,108.57914044345624,146.8906387012304
2021-02-22 00:00:00,129.0012989013526,108.83378131551143,148.02585102492841
2021-02-23 00:00:00,132.02237008910444,113.4635253386201,149.75363075571886
2021-02-24 00:00:00,128.19974790984853,111.89532761661202,150.84764535211605
2021-02-25 00:00:00,131.3458616199994,113.89899492223027,153.86864718982685
2021-02-26 00:00:00,128.45365118614373,112.1171035317381,151.70606345422448
2021-03-02 00:00:00,127.91527373412295,112.24723425410879,148.3556581917811
2021-03-03 00:00:00,129.03072390950175,114.8069857293049,150.91518251053643
2021-03-04 00:00:00,129.06775447573247,117.35001315112565,151.40010143265934
2021-03-05 00:00:00,128.66247938701008,117.27316133207954,149.46169863675246
2021-03-08 00:00:00,127.14121200000046,114.34124006480184,147.86783657781498
2021-03-09 00:00:00,125.55455100791235,115.01341123577396,147.57020698403568
2021-03-10 00:00:00,125.7738422511568,114.41583085111797,146.25023753259964
2021-03-11 00:00:00,127.27816230417763,114.07251673389275,147.39996915032293
2021-03-12 00:00:00,128.91336037600828,114.39605754455545,148.794778286722
2021-03-15 00:00:00,129.58147647856774,117.34645798764865,150.43161655009837
2021-03-16 00:00:00,129.2078828300687,119.6923967207088,154.14572424587726
2021-03-17 00:00:00,130.66780965984114,119.84758458309439,155.91919735422312
2021-03-18 00:00:00,129.8893222302403,118.76439165043242,155.63093682145416
2021-03-19 00:00:00,128.6192432332729,118.62263167171345,154.37157449167054
2021-03-22 00:00:00,129.091700419826,119.37864417730049,152.4027581072446
2021-03-23 00:00:00,129.85133530368415,118.65425094626309,149.20467983531083
2021-03-24 00:00:00,132.24678360206354,117.38986081388103,206.2174002756215
2021-03-25 00:00:00,132.8976150019269,117.52835962102178,205.76685097579897
2021-03-26 00:00:00,131.76255003929003,116.50816725849833,212.31048034012474
2021-03-29 00:00:00,132.6344531593334,114.43111976935667,207.1691037404294
2021-03-30 00:00:00,137.129621427625,113.81629775016498,207.8264404266496
2021-03-31 00:00:00,133.7486398992696,113.84039072965231,206.88663537433007
2021-04-01 00:00:00,134.90544207036243,114.40539663579834,206.4142328439828
2021-04-02 00:00:00,134.1073371323215,113.78486309258646,206.27533195797434
2021-04-05 00:00:00,133.54117067640496,113.64501914498459,201.20864364513156
2021-04-06 00:00:00,133.57611445857972,115.08365496900433,200.08796552791392
2021-04-07 00:00:00,132.86066717598152,114.693995069146,201.094433312996
2021-04-08 00:00:00,135.10030298304304,113.21150619752723,202.6821267994543
2021-04-09 00:00:00,133.3246968540268,112.38651213597997,201.05440275426923
2021-04-12 00:00:00,133.79201238352664,111.60208941895313,199.3496237173347
2021-04-13 00:00:00,136.4788397644558,112.08811588327501,200.2128662264803
2021-04-14 00:00:00,136.4903352248254,110.79855493687054,198.2177775265544
2021-04-15 00:00:00,136.38018011756753,110.32397869167893,198.61115162154206
2021-04-16 00:00:00,135.8289045983958,109.92525951184835,198.8551668118824
2021-04-19 00:00:00,135.9584259376034,110.56865829788511,198.32379110234072
2021-04-20 00:00:00,137.14364272491443,112.10273862243103,202.98522635260463
2021-04-21 00:00:00,133.89301876128724,110.17145268107917,199.47801617652223
2021-04-22 00:00:00,132.91101497020483,109.87489785914202,199.41235627669542
2021-04-23 00:00:00,136.78272655689372,109.77814304794227,198.492898051263
2021-04-26 00:00:00,136.06390981267188,112.03259196785473,203.3076324118233
2021-04-27 00:00:00,134.06539470915442,112.14488232781277,201.28739157765688
2021-04-28 00:00:00,136.7253079706622,112.4542749417123,202.62665159918973
2021-04-29 00:00:00,137.5549968299813,113.93359424383173,201.26112737626815
2021-04-30 00:00:00,136.14023906710918,114.4130280954052,204.5820905816488
2021-05-03 00:00:00,136.48870453714952,114.3472645663626,197.9233193646714
2021-05-04 00:00:00,136.47003499991163,113.78390695549957,196.50455877830095
2021-05-06 00:00:00,138.61463749290436,115.34037914077653,203.52437671050967
2021-05-07 00:00:00,138.34667449712427,116.32746365469315,205.3458440880555
2021-05-10 00:00:00,141.2639802024236,118.71890264183679,219.27176416316522
2021-05-11 00:00:00,141.10880623611467,119.23704893208193,223.24129042888222
2021-05-12 00:00:00,139.22249992779695,117.44491984761972,220.49358940328298
2021-05-13 00:00:00,138.65608105604358,118.27322902921978,222.26957255923043
2021-05-14 00:00:00,138.90868977842592,119.01219953415452,220.8745989078862
2021-05-17 00:00:00,139.14639756109904,121.79523001675288,232.98085054717305
2021-05-18 00:00:00,139.28492865483187,121.95562606688635,227.54638739327237
2021-05-20 00:00:00,138.88089412922758,121.91726514904278,227.34434972146323
2021-05-21 00:00:00,136.49675903910938,119.0662413540047,224.22990428184576
2021-05-24 00:00:00,136.94975511167263,119.18434971216297,223.43016629122138
2021-05-25 00:00:00,138.46626429097498,125.05523555690002,234.9072777591149
2021-05-26 00:00:00,141.55670736832394,128.30692171949454,237.50880245706117
2021-05-27 00:00:00,138.79121039064339,129.27132563380442,241.23825213389728
2021-05-28 00:00:00,138.87183920252198,128.19163970225384,238.23384260397208
2021-05-31 00:00:00,140.42002298708692,133.2228631959524,239.6430351530241
2021-06-01 00:00:00,139.26896803429761,131.90910304296452,237.5913737931277
2021-06-02 00:00:00,139.16155412182573,135.06958510111457,251.85177546698534
2021-06-03 00:00:00,137.75841019912636,133.83901837158066,251.3687709952595
2021-06-04 00:00:00,137.95656517348834,130.17907923575268,250.40624871271393
2021-06-07 00:00:00,136.86604410945574,130.27943024718326,245.89936263785276
2021-06-08 00:00:00,136.76627400856722,130.52096391615845,248.4091409984507
2021-06-09 00:00:00,137.140981333997,132.0817318063111,258.0541005807866
2021-06-10 00:00:00,138.43203795619365,131.90247338934387,262.02285698350977
2021-06-11 00:00:00,137.6551287171192,131.12548698537475,264.1136769765606
2021-06-14 00:00:00,138.00757069068064,129.94319533700414,258.4142194197052
2021-06-15 00:00:00,139.63869630524886,129.11244104150407,255.10254161563205
2021-06-16 00:00:00,144.66435798727545,129.4820525814793,254.47900070104055
2021-06-17 00:00:00,144.3618760966641,130.26699566275508,254.30759859765323
2021-06-18 00:00:00,145.18604769754555,128.56389358162266,249.25297370996398
2021-06-21 00:00:00,144.91040933788804,125.38035634820372,242.48805692633888
2021-06-22 00:00:00,144.37126188066722,126.84010033132273,241.80708015097977
2021-06-23 00:00:00,141.0361969421657,125.16406753155209,239.8681778580173
2021-06-24 00:00:00,141.7796093257535,124.44755758121447,237.35018924009768
2021-06-25 00:00:00,141.64031091893196,126.05035061536631,240.33381556526393
2021-06-28 00:00:00,140.45673641947073,125.18165152942325,236.72583719131967
2021-06-29 00:00:00,140.86549585429162,124.62745459979826,237.05982131260632
2021-06-30 00:00:00,140.26657150103702,124.06707919457764,236.83345122003107
2021-07-01 00:00:00,139.8803426445809,123.41589193296079,235.330436659621
2021-07-02 00:00:00,138.36488406655212,123.51080656781899,235.33190603417125
2021-07-05 00:00:00,138.82631610942306,123.90884813210936,239.77456721810825
2021-07-06 00:00:00,139.08021149624713,126.02559400366175,241.99794136200717
2021-07-07 00:00:00,138.17046338311894,121.8121149543683,236.53107633498968
2021-07-08 00:00:00,139.0932769605362,119.10633222249692,231.59531794756174
2021-07-09 00:00:00,135.4276858229331,117.80897730945601,225.95306252984733
2021-07-12 00:00:00,136.16133453545234,119.4672247551249,229.97460318828314
2021-07-13 00:00:00,137.25924526203278,121.32620262292413,232.1400146999443
2021-07-14 00:00:00,135.16671184869008,118.92093896966769,229.508279218402
2021-07-15 00:00:00,135.7136472866116,120.60345453662302,230.99155006214812
2021-07-16 00:00:00,136.29434756319796,120.8414125368678,233.89009989342568
2021-07-19 00:00:00,135.08751185009902,119.41935790734648,228.91002270521085
2021-07-20 00:00:00,134.27201140540225,118.63320631127321,225.78738541114737
2021-07-21 00:00:00,133.838280644995,117.95197617529303,227.89942335775334
2021-07-22 00:00:00,131.30535848883687,121.72328431671613,231.04701860764183
2021-07-23 00:00:00,125.73658289082191,120.8166233064603,230.7856322122671
2021-07-26 00:00:00,123.4791026219055,118.67562920342769,228.69281827847803
2021-07-27 00:00:00,123.76516981098231,119.7315256343277,231.61684706924243
2021-07-28 00:00:00,124.49906373163024,119.4921426284835,230.54168928192857
2021-07-29 00:00:00,122.61581451308783,120.42544186991549,230.4458616136326
2021-07-30 00:00:00,119.72766994164643,119.08840541961642,227.61379463083586
2021-08-02 00:00:00,119.43539266637764,118.54572257987269,225.91495242542393
2021-08-03 00:00:00,119.27239458271389,119.05546859655286,226.2213320729431
2021-08-04 00:00:00,121.53758430407761,122.26402691201986,235.992751107411
2021-08-05 00:00:00,122.26491063769163,121.55009923704698,233.00566743959556
2021-08-06 00:00:00,121.45880644635095,122.70316439546261,233.6077024249794
2021-08-09 00:00:00,120.44655014894803,121.89818208826462,230.99776605712793
2021-08-10 00:00:00,119.66238732892798,120.52531567352366,230.35444602777505
2021-08-11 00:00:00,118.33458764435119,121.81722719298875,230.1530257430942
2021-08-12 00:00:00,118.54836691023569,121.03101362228502,228.93587270406533
2021-08-13 00:00:00,118.47269454494244,118.48827960587802,227.53758194138882
2021-08-17 00:00:00,118.37727827964233,114.78314177243571,220.01350624067854
2021-08-18 00:00:00,119.20968903040622,116.30136687497898,222.86696448311355
2021-08-19 00:00:00,116.92482872231909,111.29959855784814,215.90158079224815
2021-08-20 00:00:00,115.8205073334151,110.57793835506817,210.6921267176607
2021-08-23 00:00:00,116.36835350315604,113.35966144493688,219.91375457006987
2021-08-24 00:00:00,119.71189169006233,118.28517298455073,230.48626636459133
2021-08-25 00:00:00,118.61111475910381,119.10088908143545,233.95864598759402
2021-08-26 00:00:00,117.18876525747797,119.84001821879747,234.20676300409576
2021-08-27 00:00:00,118.35562351475527,119.78072514618492,235.41624226408814
2021-08-30 00:00:00,117.76927217556403,121.0661913140363,240.86175972744948
2021-08-31 00:00:00,120.53075735695722,121.14229187385132,241.26625011844962
2021-09-01 00:00:00,120.58722666562349,122.01137489568478,242.08615483089596
2021-09-02 00:00:00,120.33146793718971,122.98978238118534,238.12683625238336
2021-09-03 00:00:00,119.07499201545689,123.30670808631365,240.69328159789958
2021-09-06 00:00:00,118.77652554867674,122.67850911352332,241.45218198584772
2021-09-07 00:00:00,119.96739540670474,123.8181653123694,239.10411586287745
2021-09-08 00:00:00,113.82118226315447,123.85562454210408,236.95045092721773
2021-09-09 00:00:00,109.7858284036253,120.86103528965295,233.30804930803058
2021-09-10 00:00:00,110.6564386185377,122.57117965733342,237.96986287139234
2021-09-13 00:00:00,109.4529286520491,121.63395381282791,238.54527390596715
2021-09-14 00:00:00,110.18412507657207,125.03453878082725,247.58877011512737
