날짜,시가,고가,저가,종가,거래량,거래대금
2021-12-07,371.09,374.6,370.19,373.95,33441859,403321090254
2021-12-08,375.49,379.26,373.57,374.4,45592341,353982790276
2021-12-09,375.42,379.31,374.73,379.31,39165557,382921067388
2021-12-10,377.66,383.2,376.41,382.74,70194269,445181837575
2021-12-13,383.63,385.62,378.25,378.5,44271480,319700102965
2021-12-14,376.26,379.17,374.64,377.22,29645607,224183946055
2021-12-15,376.37,379.12,374.9,376.82,20329293,181494055958
2021-12-16,378.93,379.42,374.49,377.47,20630446,196164349901
2021-12-17,375.33,380.57,374.91,380.24,28377973,293520013057
2021-12-20,377.75,377.89,371.72,372.07,33208515,255192190423
2021-12-21,373.25,374.59,370.11,373.7,30646661,263104467944
2021-12-22,375.6,377.77,373.36,375.13,32434119,249132161631
2021-12-23,376.06,377.55,374.49,376.51,30120719,225476214103
2021-12-24,377.11,378.58,376.19,377.42,25081832,215382773331
2021-12-27,378.28,379.08,376.7,377.28,34104037,200496821667
2021-12-28,377.55,380.26,376.02,380.23,53867442,349224269871
2021-12-29,376.82,378.81,375.44,376.92,37445563,262859805810
2021-12-30,377.98,382.07,377.04,379.42,31213316,283231326024
2022-01-03,381.05,381.38,376.04,376.5,25839069,198606156861
2022-01-04,375.77,378.22,373.49,377.58,169214877,380978259439
2022-01-05,375.77,377.12,372.7,375.51,108964844,346127241134
2022-01-06,372.77,374.8,370.27,370.65,66745825,279910558841
2022-01-07,370.83,374.3,370.02,373.49,47696082,229889586689
2022-01-10,372.43,374.36,367.61,368.46,40917585,311446578827
2022-01-11,367.89,370.93,364.1,365.98,130043957,356129042597
2022-01-12,367.66,373.85,367.38,373.81,35741797,298112490229
2022-01-13,372.81,375.71,372.55,374.07,63941847,348939216394
2022-01-14,372.7,372.72,368.45,368.91,64544255,301380083459
2022-01-17,369.0,369.24,363.08,364.82,31645405,234205430961
2022-01-18,365.77,366.4,358.56,359.46,31581765,220754888126
2022-01-19,357.65,362.34,356.14,360.89,27657186,235398921095
2022-01-20,362.0,363.07,358.03,362.27,23435973,185274490128
2022-01-21,359.68,361.02,357.1,359.87,45471300,240755909586
2022-01-24,359.4,360.54,350.9,351.9,32880475,227899904563
2022-01-25,351.5,351.57,340.41,343.29,63546783,380597083094
2022-01-26,344.14,347.0,341.09,342.62,32341643,210168088628
2022-01-27,342.62,343.92,327.64,327.64,32815421,327035597234
2022-01-28,330.92,342.18,327.82,341.64,33392138,258203898939
2022-02-03,345.4,350.45,345.4,347.48,38831648,235926883749
2022-02-04,347.41,355.36,346.56,355.27,28544556,232538492192
2022-02-07,353.7,354.76,350.61,353.63,22576467,238867018031
2022-02-08,357.11,360.23,352.62,355.41,66457583,329001486571
2022-02-09,357.54,359.02,354.67,358.24,44964434,342677748251
2022-02-10,360.15,362.22,358.4,360.17,32247293,383926556442
2022-02-11,356.21,358.09,354.44,354.65,42096689,258429172455
2022-02-14,352.28,353.25,347.99,351.43,45854889,304734669682
2022-02-15,352.16,352.79,346.71,348.26,39475234,233188271732
2022-02-16,351.6,354.89,351.16,354.33,56506095,288337143342
2022-02-17,355.2,361.02,351.38,355.89,50302676,370130768589
2022-02-18,352.49,358.98,352.15,357.65,26821936,186196240081
2022-02-21,353.72,357.95,351.6,357.31,29279829,191114957533
2022-02-22,352.47,355.17,349.75,351.6,25330281,232878581907
2022-02-23,353.97,356.02,352.66,354.78,26019243,230131368032
2022-02-24,351.81,353.82,348.29,349.75,62078383,452631435598
2022-02-25,352.47,354.46,351.12,353.15,30983421,375051242777
2022-02-28,352.69,357.82,351.74,357.8,23323018,254753156692
