,index,return
2016-12-31 00:00:00,100.0,0.0
2017-01-31 00:00:00,96.99885513686588,-0.030011448631341198
2017-02-28 00:00:00,102.91332911581522,0.060974678212479816
2017-03-31 00:00:00,108.96465662528439,0.0588002308491955
2017-04-30 00:00:00,102.68526862830998,-0.05762775005631804
2017-05-31 00:00:00,114.90223459234959,0.11897486491720022
2017-06-30 00:00:00,113.43632346320848,-0.012757899220514402
2017-07-31 00:00:00,110.0578493504099,-0.029783000803039528
2017-08-31 00:00:00,106.90275305976256,-0.02866761716015287
2017-09-30 00:00:00,109.18720565720841,0.021369445894146022
2017-10-31 00:00:00,114.67184809103522,0.0502315486582352
2017-11-30 00:00:00,117.12447323085127,0.021388206265490428
2017-12-31 00:00:00,114.61067116120738,-0.021462654219918775
2018-01-31 00:00:00,115.92618021998473,0.011478067840009487
2018-02-28 00:00:00,111.21837262374335,-0.040610391779559274
2018-03-31 00:00:00,104.80251259256583,-0.05768705187660539
2018-04-30 00:00:00,109.08847248660038,0.040895583397859925
2018-05-31 00:00:00,99.47266421578156,-0.08814687795724663
2018-06-30 00:00:00,96.94856210584327,-0.025374831666947983
2018-07-31 00:00:00,100.03700775227739,0.031856538966120285
2018-08-31 00:00:00,97.91494476735127,-0.02121277947638145
2018-09-30 00:00:00,102.240183785438,0.04417343060718282
2018-10-31 00:00:00,91.43612406617045,-0.10567332059908108
2018-11-30 00:00:00,95.35615880770203,0.042871838472666735
2018-12-31 00:00:00,96.6386653462672,0.013449645566696145
2019-01-31 00:00:00,100.46567847643078,0.03960126225306371
2019-02-28 00:00:00,100.0008200871156,-0.0046270367787765165
2019-03-31 00:00:00,96.66765079911471,-0.03333141953333185
2019-04-30 00:00:00,101.12832423484966,0.04614442782937478
2019-05-31 00:00:00,100.33477490186588,-0.007846954243411752
2019-06-30 00:00:00,103.32914281339211,0.029843769664654296
2019-07-31 00:00:00,96.16252835954523,-0.0693571460937159
2019-08-31 00:00:00,95.52575952818898,-0.0066217979312629405
2019-09-30 00:00:00,97.53998705812914,0.021085700232990723
2019-10-31 00:00:00,93.32584137836777,-0.04320428787067554
2019-11-30 00:00:00,95.05847293305372,0.018565399776696356
2019-12-31 00:00:00,94.83781204465427,-0.0023213174122295177
2020-01-31 00:00:00,93.95824037207717,-0.009274482968490982
2020-02-29 00:00:00,87.07341200693497,-0.07327540764788798
2020-03-31 00:00:00,72.15519369312446,-0.171329203369478
2020-04-30 00:00:00,78.84608512654727,0.09272917292522442
2020-05-31 00:00:00,81.35422053335084,0.03181052556735109
2020-06-30 00:00:00,82.21322456746388,0.010558813402445466
2020-07-31 00:00:00,92.91023319234849,0.13011299193241932
2020-08-31 00:00:00,113.72761470707246,0.2240590815397756
2020-09-30 00:00:00,111.80117197964532,-0.016939093749473888
2020-10-31 00:00:00,102.7255302787262,-0.08117662400329262
2020-11-30 00:00:00,112.23712985128616,0.09259236284059136
2020-12-31 00:00:00,119.62584095833894,0.06583125492288344
2021-01-31 00:00:00,134.23889615438839,0.12215634246733198
2021-02-28 00:00:00,136.2306310394152,0.0148372412324973
2021-03-31 00:00:00,133.58078430686777,-0.019451181517178395
2021-04-30 00:00:00,143.80639263041226,0.07654999464633905
2021-05-31 00:00:00,139.65708236682678,-0.02885344794267497
2021-06-30 00:00:00,141.97808943170432,0.01661932947146294
2021-07-31 00:00:00,131.5711633194086,-0.07329952215832392
2021-08-31 00:00:00,129.4975786645749,-0.015760175729386705
2021-09-30 00:00:00,127.18179947472315,-0.017882799151404005
2021-10-31 00:00:00,127.44525535484124,0.0020714904271381673
2021-11-30 00:00:00,104.81417570207195,-0.1775749092405079
2021-12-31 00:00:00,110.52599017929552,0.05449467535249308
2022-01-31 00:00:00,102.05070648712365,-0.07668136407032633
2022-02-28 00:00:00,97.7469644719738,-0.04217258423088799
2022-03-31 00:00:00,100.64821699976108,0.02968125448662029
2022-04-30 00:00:00,101.65044601473699,0.009957742370918288
2022-05-31 00:00:00,102.78386454331962,0.011150157948331296
